,country,time,lex
3205,bdi,1844,31.5
3206,bdi,1845,31.5
3207,bdi,1846,31.5
3208,bdi,1847,31.5
3209,bdi,1848,31.5
3210,bdi,1849,31.5
3211,bdi,1850,31.5
3212,bdi,1851,31.52
3213,bdi,1852,31.54
3214,bdi,1853,31.55
3215,bdi,1854,31.57
3216,bdi,1855,31.59
3217,bdi,1856,31.61
3218,bdi,1857,31.62
3219,bdi,1858,31.64
3220,bdi,1859,31.66
3221,bdi,1860,31.68
3222,bdi,1861,31.69
3223,bdi,1862,31.71
3224,bdi,1863,31.73
3225,bdi,1864,31.75
3226,bdi,1865,31.76
3227,bdi,1866,31.78
3228,bdi,1867,31.8
3229,bdi,1868,31.82
3230,bdi,1869,31.83
3231,bdi,1870,31.85
3232,bdi,1871,31.87
3233,bdi,1872,31.89
3234,bdi,1873,31.91
3235,bdi,1874,31.92
3236,bdi,1875,31.94
3237,bdi,1876,31.96
3238,bdi,1877,31.98
3239,bdi,1878,31.99
3240,bdi,1879,32.01
3241,bdi,1880,32.03
3242,bdi,1881,32.05
3243,bdi,1882,32.06
3244,bdi,1883,32.08
3245,bdi,1884,32.1
3246,bdi,1885,32.12
3247,bdi,1886,32.13
3248,bdi,1887,32.15
3249,bdi,1888,32.17
3250,bdi,1889,32.19
3251,bdi,1890,32.21
3252,bdi,1891,32.22
3253,bdi,1892,32.24
3254,bdi,1893,32.26
3255,bdi,1894,32.28
3256,bdi,1895,32.29
3257,bdi,1896,32.31
3258,bdi,1897,32.33
3259,bdi,1898,32.35
3260,bdi,1899,32.36
3261,bdi,1900,32.38
3262,bdi,1901,32.4
3263,bdi,1902,32.42
3264,bdi,1903,32.43
3265,bdi,1904,32.45
3266,bdi,1905,32.47
3267,bdi,1906,32.49
3268,bdi,1907,32.5
3269,bdi,1908,32.52
3270,bdi,1909,32.54
3271,bdi,1910,32.56
3272,bdi,1911,32.58
3273,bdi,1912,32.59
3274,bdi,1913,32.61
3275,bdi,1914,32.63
3276,bdi,1915,32.65
3277,bdi,1916,32.66
3278,bdi,1917,32.68
3279,bdi,1918,12.64
3280,bdi,1919,32.72
3281,bdi,1920,32.73
3282,bdi,1921,29.11
3283,bdi,1922,25.49
3284,bdi,1923,32.79
3285,bdi,1924,32.8
3286,bdi,1925,29.18
3287,bdi,1926,27.11
3288,bdi,1927,25.56
3289,bdi,1928,27.13
3290,bdi,1929,27.15
3291,bdi,1930,32.91
3292,bdi,1931,32.93
3293,bdi,1932,32.95
3294,bdi,1933,32.96
3295,bdi,1934,32.98
3296,bdi,1935,33.0
3297,bdi,1936,33.02
3298,bdi,1937,33.03
3299,bdi,1938,33.05
3300,bdi,1939,33.07
3301,bdi,1940,33.09
3302,bdi,1941,33.06
3303,bdi,1942,33.05
3304,bdi,1943,31.55
3305,bdi,1944,18.27
3306,bdi,1945,32.98
3307,bdi,1946,34.44
3308,bdi,1947,35.87
3309,bdi,1948,37.32
3310,bdi,1949,38.75
3311,bdi,1950,40.2
3312,bdi,1951,40.51
3313,bdi,1952,40.75
3314,bdi,1953,41.0
3315,bdi,1954,41.47
3316,bdi,1955,41.87
3317,bdi,1956,42.24
3318,bdi,1957,42.6
3319,bdi,1958,43.06
3320,bdi,1959,43.5
3321,bdi,1960,43.92
3322,bdi,1961,44.16
3323,bdi,1962,44.43
3324,bdi,1963,44.72
3325,bdi,1964,45.04
3326,bdi,1965,45.31
3327,bdi,1966,45.4
3328,bdi,1967,45.57
3329,bdi,1968,45.7
3330,bdi,1969,45.72
3331,bdi,1970,45.96
3332,bdi,1971,46.17
3333,bdi,1972,17.15
3334,bdi,1973,46.77
3335,bdi,1974,47.01
3336,bdi,1975,47.19
3337,bdi,1976,47.44
3338,bdi,1977,47.78
3339,bdi,1978,48.07
3340,bdi,1979,48.33
3341,bdi,1980,48.49
3342,bdi,1981,48.74
3343,bdi,1982,48.93
3344,bdi,1983,49.11
3345,bdi,1984,49.24
3346,bdi,1985,49.33
3347,bdi,1986,49.43
3348,bdi,1987,49.43
3349,bdi,1988,49.33
3350,bdi,1989,49.04
3351,bdi,1990,48.72
3352,bdi,1991,48.09
3353,bdi,1992,47.45
3354,bdi,1993,47.38
3355,bdi,1994,43.92
3356,bdi,1995,43.35
3357,bdi,1996,43.0
3358,bdi,1997,43.01
3359,bdi,1998,43.86
3360,bdi,1999,44.34
3361,bdi,2000,44.69
3362,bdi,2001,45.79
3363,bdi,2002,46.86
3364,bdi,2003,47.87
3365,bdi,2004,49.18
3366,bdi,2005,50.3
3367,bdi,2006,54.54
3368,bdi,2007,55.74
3369,bdi,2008,56.8
3370,bdi,2009,57.71
3371,bdi,2010,58.55
3372,bdi,2011,59.35
3373,bdi,2012,60.17
3374,bdi,2013,60.84
3375,bdi,2014,61.39
3376,bdi,2015,61.75
3377,bdi,2016,62.37
3378,bdi,2017,62.95
3379,bdi,2018,63.4
3380,bdi,2019,63.83
3381,bdi,2020,63.03
3382,bdi,2021,63.13
3383,bdi,2022,63.45
3384,bdi,2023,63.99
3385,bdi,2024,64.77
3386,bdi,2025,64.95
3387,bdi,2026,65.13
3388,bdi,2027,65.32
3389,bdi,2028,65.48
3390,bdi,2029,65.65
3391,bdi,2030,65.82
3392,bdi,2031,65.99
3393,bdi,2032,66.16
3394,bdi,2033,66.32
3395,bdi,2034,66.47
3396,bdi,2035,66.63
3397,bdi,2036,66.79
3398,bdi,2037,66.95
3399,bdi,2038,67.1
3400,bdi,2039,67.25
3401,bdi,2040,67.4
3402,bdi,2041,67.55
3403,bdi,2042,67.7
3404,bdi,2043,67.85
3405,bdi,2044,67.99
3406,bdi,2045,68.15
3407,bdi,2046,68.29
3408,bdi,2047,68.43
3409,bdi,2048,68.58
3410,bdi,2049,68.72
3411,bdi,2050,68.85
3412,bdi,2051,68.98
3413,bdi,2052,69.12
3414,bdi,2053,69.26
3415,bdi,2054,69.4
3416,bdi,2055,69.53
3417,bdi,2056,69.67
3418,bdi,2057,69.8
3419,bdi,2058,69.94
3420,bdi,2059,70.07
3421,bdi,2060,70.21
3422,bdi,2061,70.34
3423,bdi,2062,70.48
3424,bdi,2063,70.6
3425,bdi,2064,70.72
3426,bdi,2065,70.84
3427,bdi,2066,70.97
3428,bdi,2067,71.1
3429,bdi,2068,71.23
3430,bdi,2069,71.36
3431,bdi,2070,71.48
3432,bdi,2071,71.6
3433,bdi,2072,71.72
3434,bdi,2073,71.85
3435,bdi,2074,71.98
3436,bdi,2075,72.1
3437,bdi,2076,72.21
3438,bdi,2077,72.34
3439,bdi,2078,72.45
3440,bdi,2079,72.58
3441,bdi,2080,72.7
3442,bdi,2081,72.81
3443,bdi,2082,72.94
3444,bdi,2083,73.07
3445,bdi,2084,73.19
3446,bdi,2085,73.32
3447,bdi,2086,73.45
3448,bdi,2087,73.57
3449,bdi,2088,73.7
3450,bdi,2089,73.82
3451,bdi,2090,73.95
3452,bdi,2091,74.07
3453,bdi,2092,74.19
3454,bdi,2093,74.31
3455,bdi,2094,74.44
3456,bdi,2095,74.56
3457,bdi,2096,74.67
3458,bdi,2097,74.79
3459,bdi,2098,74.93
3460,bdi,2099,75.05
3461,bdi,2100,75.18
3462,bel,1800,40.0
3463,bel,1801,40.01
3464,bel,1802,40.02
3465,bel,1803,40.02
3466,bel,1804,40.03
3467,bel,1805,40.04
3468,bel,1806,40.05
3469,bel,1807,40.06
3470,bel,1808,40.06
3471,bel,1809,40.07
3472,bel,1810,40.08
3473,bel,1811,40.09
3474,bel,1812,40.1
3475,bel,1813,40.1
3476,bel,1814,40.11
3477,bel,1815,40.12
3478,bel,1816,40.13
3479,bel,1817,40.14
3480,bel,1818,40.14
3481,bel,1819,40.15
3482,bel,1820,40.16
3483,bel,1821,40.17
3484,bel,1822,40.18
3485,bel,1823,40.19
3486,bel,1824,40.19
3487,bel,1825,40.2
3488,bel,1826,40.21
3489,bel,1827,40.22
3490,bel,1828,40.23
3491,bel,1829,40.23
3492,bel,1830,40.24
3493,bel,1831,40.25
3494,bel,1832,40.26
3495,bel,1833,40.27
3496,bel,1834,40.27
3497,bel,1835,40.28
3498,bel,1836,40.29
3499,bel,1837,40.3
3500,bel,1838,40.31
3501,bel,1839,40.31
3502,bel,1840,40.32
3503,bel,1841,40.33
3504,bel,1842,38.66
3505,bel,1843,40.36
3506,bel,1844,41.9
3507,bel,1845,41.03
3508,bel,1846,37.83
3509,bel,1847,35.11
3510,bel,1848,38.04
3511,bel,1849,34.5
3512,bel,1850,42.28
3513,bel,1851,41.88
3514,bel,1852,41.77
3515,bel,1853,41.34
3516,bel,1854,39.79
3517,bel,1855,37.5
3518,bel,1856,40.93
3519,bel,1857,40.5
3520,bel,1858,40.19
3521,bel,1859,39.0
3522,bel,1860,45.14
3523,bel,1861,41.29
3524,bel,1862,43.14
3525,bel,1863,41.35
3526,bel,1864,39.84
3527,bel,1865,37.77
3528,bel,1866,32.49
3529,bel,1867,43.11
3530,bel,1868,42.59
3531,bel,1869,42.62
3532,bel,1870,40.96
3533,bel,1871,34.38
3534,bel,1872,40.08
3535,bel,1873,43.53
3536,bel,1874,44.72
3537,bel,1875,42.22
3538,bel,1876,43.73
3539,bel,1877,44.53
3540,bel,1878,44.3
3541,bel,1879,43.9
3542,bel,1880,42.54
3543,bel,1881,44.48
3544,bel,1882,45.61
3545,bel,1883,44.96
3546,bel,1884,44.31
3547,bel,1885,45.55
3548,bel,1886,43.43
3549,bel,1887,46.14
3550,bel,1888,45.0
3551,bel,1889,45.15
3552,bel,1890,44.22
3553,bel,1891,44.14
3554,bel,1892,43.24
3555,bel,1893,44.53
3556,bel,1894,46.74
3557,bel,1895,45.55
3558,bel,1896,48.16
3559,bel,1897,48.92
3560,bel,1898,48.22
3561,bel,1899,46.59
3562,bel,1900,46.7
3563,bel,1901,49.55
3564,bel,1902,49.3
3565,bel,1903,49.38
3566,bel,1904,49.44
3567,bel,1905,50.13
3568,bel,1906,49.87
3569,bel,1907,51.24
3570,bel,1908,49.83
3571,bel,1909,50.84
3572,bel,1910,51.51
3573,bel,1911,49.39
3574,bel,1912,52.41
3575,bel,1913,52.66
3576,bel,1914,42.12
3577,bel,1915,40.12
3578,bel,1916,42.13
3579,bel,1917,43.13
3580,bel,1918,35.05
3581,bel,1919,50.02
3582,bel,1920,53.83
3583,bel,1921,54.93
3584,bel,1922,55.33
3585,bel,1923,56.96
3586,bel,1924,57.7
3587,bel,1925,57.35
3588,bel,1926,57.17
3589,bel,1927,57.4
3590,bel,1928,57.73
3591,bel,1929,55.27
3592,bel,1930,57.38
3593,bel,1931,58.73
3594,bel,1932,58.81
3595,bel,1933,58.98
3596,bel,1934,60.65
3597,bel,1935,60.24
3598,bel,1936,60.24
3599,bel,1937,60.24
3600,bel,1938,60.39
3601,bel,1939,60.25
3602,bel,1940,56.19
3603,bel,1941,59.19
3604,bel,1942,59.44
3605,bel,1943,60.63
3606,bel,1944,57.17
3607,bel,1945,58.63
3608,bel,1946,62.17
3609,bel,1947,63.72
3610,bel,1948,65.25
3611,bel,1949,65.74
3612,bel,1950,66.62
3613,bel,1951,67.11
3614,bel,1952,68.03
3615,bel,1953,68.47
3616,bel,1954,68.67
3617,bel,1955,68.8
3618,bel,1956,68.97
3619,bel,1957,69.45
3620,bel,1958,69.96
3621,bel,1959,70.24
3622,bel,1960,70.07
3623,bel,1961,70.39
3624,bel,1962,70.42
3625,bel,1963,70.4
3626,bel,1964,70.69
3627,bel,1965,70.76
3628,bel,1966,70.81
3629,bel,1967,70.79
3630,bel,1968,70.85
3631,bel,1969,70.88
3632,bel,1970,71.1
3633,bel,1971,71.27
3634,bel,1972,71.52
3635,bel,1973,71.78
3636,bel,1974,72.01
3637,bel,1975,72.15
3638,bel,1976,72.36
3639,bel,1977,72.76
3640,bel,1978,72.91
3641,bel,1979,73.21
3642,bel,1980,73.33
3643,bel,1981,73.61
3644,bel,1982,73.81
3645,bel,1983,73.97
3646,bel,1984,74.31
3647,bel,1985,74.61
3648,bel,1986,74.91
3649,bel,1987,75.31
3650,bel,1988,75.66
3651,bel,1989,75.86
3652,bel,1990,76.15
3653,bel,1991,76.36
3654,bel,1992,76.48
3655,bel,1993,76.58
3656,bel,1994,76.79
3657,bel,1995,77.01
3658,bel,1996,77.31
3659,bel,1997,77.52
3660,bel,1998,77.67
3661,bel,1999,77.84
3662,bel,2000,78.04
3663,bel,2001,78.3
3664,bel,2002,78.45
3665,bel,2003,78.68
3666,bel,2004,79.08
3667,bel,2005,79.32
3668,bel,2006,79.64
3669,bel,2007,79.76
3670,bel,2008,79.88
3671,bel,2009,80.04
3672,bel,2010,80.23
3673,bel,2011,80.4
3674,bel,2012,80.48
3675,bel,2013,80.67
3676,bel,2014,81.03
3677,bel,2015,81.09
3678,bel,2016,81.31
3679,bel,2017,81.38
3680,bel,2018,81.4
3681,bel,2019,81.41
3682,bel,2020,80.37
3683,bel,2021,81.45
3684,bel,2022,81.87
3685,bel,2023,82.03
3686,bel,2024,82.18
3687,bel,2025,82.33
3688,bel,2026,82.48
3689,bel,2027,82.63
3690,bel,2028,82.78
3691,bel,2029,82.93
3692,bel,2030,83.07
3693,bel,2031,83.22
3694,bel,2032,83.36
3695,bel,2033,83.5
3696,bel,2034,83.62
3697,bel,2035,83.76
3698,bel,2036,83.89
3699,bel,2037,84.02
3700,bel,2038,84.16
3701,bel,2039,84.28
3702,bel,2040,84.4
3703,bel,2041,84.53
3704,bel,2042,84.65
3705,bel,2043,84.77
3706,bel,2044,84.9
3707,bel,2045,85.03
3708,bel,2046,85.14
3709,bel,2047,85.26
3710,bel,2048,85.39
3711,bel,2049,85.51
3712,bel,2050,85.62
3713,bel,2051,85.75
3714,bel,2052,85.87
3715,bel,2053,85.99
3716,bel,2054,86.11
3717,bel,2055,86.22
3718,bel,2056,86.35
3719,bel,2057,86.46
3720,bel,2058,86.58
3721,bel,2059,86.69
3722,bel,2060,86.81
3723,bel,2061,86.93
3724,bel,2062,87.04
3725,bel,2063,87.16
3726,bel,2064,87.28
3727,bel,2065,87.4
3728,bel,2066,87.5
3729,bel,2067,87.63
3730,bel,2068,87.76
3731,bel,2069,87.87
3732,bel,2070,87.98
3733,bel,2071,88.09
3734,bel,2072,88.19
3735,bel,2073,88.32
3736,bel,2074,88.43
3737,bel,2075,88.54
3738,bel,2076,88.66
3739,bel,2077,88.78
3740,bel,2078,88.89
3741,bel,2079,89.0
3742,bel,2080,89.11
3743,bel,2081,89.23
3744,bel,2082,89.34
3745,bel,2083,89.45
3746,bel,2084,89.57
3747,bel,2085,89.69
3748,bel,2086,89.8
3749,bel,2087,89.91
3750,bel,2088,90.03
3751,bel,2089,90.15
3752,bel,2090,90.25
3753,bel,2091,90.37
3754,bel,2092,90.48
3755,bel,2093,90.59
3756,bel,2094,90.71
3757,bel,2095,90.82
3758,bel,2096,90.94
3759,bel,2097,91.05
3760,bel,2098,91.17
3761,bel,2099,91.29
3762,bel,2100,91.41
3763,ben,1800,31.0
3764,ben,1801,31.0
3765,ben,1802,31.0
3766,ben,1803,31.0
3767,ben,1804,31.0
3768,ben,1805,31.0
3769,ben,1806,31.0
3770,ben,1807,31.0
3771,ben,1808,31.0
3772,ben,1809,31.0
3773,ben,1810,31.0
3774,ben,1811,31.0
3775,ben,1812,31.0
3776,ben,1813,31.0
3777,ben,1814,31.0
3778,ben,1815,31.0
3779,ben,1816,31.0
3780,ben,1817,31.0
3781,ben,1818,31.0
3782,ben,1819,31.0
3783,ben,1820,31.0
3784,ben,1821,31.0
3785,ben,1822,31.0
3786,ben,1823,31.0
3787,ben,1824,31.0
3788,ben,1825,31.0
3789,ben,1826,31.0
3790,ben,1827,31.0
3791,ben,1828,31.0
3792,ben,1829,31.0
3793,ben,1830,31.0
3794,ben,1831,31.0
3795,ben,1832,31.0
3796,ben,1833,31.0
3797,ben,1834,31.0
3798,ben,1835,31.0
3799,ben,1836,31.0
3800,ben,1837,31.0
3801,ben,1838,31.0
3802,ben,1839,31.0
3803,ben,1840,31.0
3804,ben,1841,31.0
3805,ben,1842,31.0
3806,ben,1843,31.0
3807,ben,1844,31.0
3808,ben,1845,31.0
3809,ben,1846,31.0
3810,ben,1847,31.0
3811,ben,1848,31.0
3812,ben,1849,31.0
3813,ben,1850,31.0
3814,ben,1851,31.1
3815,ben,1852,31.19
3816,ben,1853,31.29
3817,ben,1854,31.39
3818,ben,1855,31.48
3819,ben,1856,31.58
3820,ben,1857,31.68
3821,ben,1858,31.78
3822,ben,1859,31.87
3823,ben,1860,31.97
3824,ben,1861,32.07
3825,ben,1862,32.16
3826,ben,1863,32.26
3827,ben,1864,32.36
3828,ben,1865,32.45
3829,ben,1866,32.55
3830,ben,1867,32.65
3831,ben,1868,32.75
3832,ben,1869,32.84
3833,ben,1870,32.94
3834,ben,1871,33.04
3835,ben,1872,33.13
3836,ben,1873,33.23
3837,ben,1874,33.33
3838,ben,1875,33.42
3839,ben,1876,33.52
3840,ben,1877,33.62
3841,ben,1878,33.71
3842,ben,1879,33.81
3843,ben,1880,33.91
3844,ben,1881,34.01
3845,ben,1882,34.1
3846,ben,1883,34.2
3847,ben,1884,34.3
3848,ben,1885,34.39
3849,ben,1886,34.49
3850,ben,1887,34.59
3851,ben,1888,34.68
3852,ben,1889,34.78
3853,ben,1890,34.88
3854,ben,1891,34.98
3855,ben,1892,35.07
3856,ben,1893,35.17
3857,ben,1894,35.27
3858,ben,1895,35.36
3859,ben,1896,35.46
3860,ben,1897,35.56
3861,ben,1898,35.65
3862,ben,1899,35.75
3863,ben,1900,35.85
3864,ben,1901,35.94
3865,ben,1902,36.04
3866,ben,1903,36.14
3867,ben,1904,36.24
3868,ben,1905,36.33
3869,ben,1906,36.43
3870,ben,1907,36.53
3871,ben,1908,36.62
3872,ben,1909,36.72
3873,ben,1910,36.82
3874,ben,1911,36.91
3875,ben,1912,37.01
3876,ben,1913,37.11
3877,ben,1914,37.21
3878,ben,1915,37.3
3879,ben,1916,37.4
3880,ben,1917,37.5
3881,ben,1918,14.54
3882,ben,1919,37.69
3883,ben,1920,37.79
3884,ben,1921,37.88
3885,ben,1922,37.98
3886,ben,1923,38.08
3887,ben,1924,38.17
3888,ben,1925,38.27
3889,ben,1926,38.37
3890,ben,1927,38.47
3891,ben,1928,38.56
3892,ben,1929,38.66
3893,ben,1930,38.76
3894,ben,1931,38.85
3895,ben,1932,38.95
3896,ben,1933,39.05
3897,ben,1934,39.14
3898,ben,1935,39.24
3899,ben,1936,39.34
3900,ben,1937,39.44
3901,ben,1938,39.53
3902,ben,1939,39.63
3903,ben,1940,39.73
3904,ben,1941,39.89
3905,ben,1942,40.05
3906,ben,1943,40.21
3907,ben,1944,40.39
3908,ben,1945,40.91
3909,ben,1946,41.45
3910,ben,1947,41.98
3911,ben,1948,42.51
3912,ben,1949,43.05
3913,ben,1950,43.61
3914,ben,1951,43.67
3915,ben,1952,43.8
3916,ben,1953,43.89
3917,ben,1954,44.02
3918,ben,1955,44.1
3919,ben,1956,44.2
3920,ben,1957,44.24
3921,ben,1958,44.4
3922,ben,1959,44.54
3923,ben,1960,44.78
3924,ben,1961,45.05
3925,ben,1962,45.32
3926,ben,1963,45.8
3927,ben,1964,46.25
3928,ben,1965,46.76
3929,ben,1966,47.2
3930,ben,1967,47.61
3931,ben,1968,47.96
3932,ben,1969,48.2
3933,ben,1970,48.54
3934,ben,1971,48.8
3935,ben,1972,49.32
3936,ben,1973,49.87
3937,ben,1974,50.4
3938,ben,1975,50.76
3939,ben,1976,51.18
3940,ben,1977,51.57
3941,ben,1978,51.97
3942,ben,1979,52.37
3943,ben,1980,52.71
3944,ben,1981,53.01
3945,ben,1982,53.24
3946,ben,1983,53.43
3947,ben,1984,53.63
3948,ben,1985,53.94
3949,ben,1986,54.34
3950,ben,1987,54.73
3951,ben,1988,55.18
3952,ben,1989,55.34
3953,ben,1990,55.73
3954,ben,1991,55.98
3955,ben,1992,56.39
3956,ben,1993,56.7
3957,ben,1994,56.77
3958,ben,1995,56.89
3959,ben,1996,56.86
3960,ben,1997,57.07
3961,ben,1998,57.17
3962,ben,1999,57.34
3963,ben,2000,57.39
3964,ben,2001,57.58
3965,ben,2002,57.88
3966,ben,2003,58.12
3967,ben,2004,58.46
3968,ben,2005,58.81
3969,ben,2006,59.13
3970,ben,2007,59.5
3971,ben,2008,60.14
3972,ben,2009,60.73
3973,ben,2010,61.1
3974,ben,2011,61.41
3975,ben,2012,61.72
3976,ben,2013,62.02
3977,ben,2014,62.32
3978,ben,2015,62.64
3979,ben,2016,63.02
3980,ben,2017,63.41
3981,ben,2018,63.96
3982,ben,2019,64.49
3983,ben,2020,64.1
3984,ben,2021,63.82
3985,ben,2022,63.96
3986,ben,2023,64.49
3987,ben,2024,65.51
3988,ben,2025,65.71
3989,ben,2026,65.9
3990,ben,2027,66.09
3991,ben,2028,66.28
3992,ben,2029,66.47
3993,ben,2030,66.66
3994,ben,2031,66.84
3995,ben,2032,67.02
3996,ben,2033,67.2
3997,ben,2034,67.36
3998,ben,2035,67.53
3999,ben,2036,67.71
4000,ben,2037,67.87
4001,ben,2038,68.03
4002,ben,2039,68.2
4003,ben,2040,68.36
4004,ben,2041,68.52
4005,ben,2042,68.68
4006,ben,2043,68.84
4007,ben,2044,69.0
4008,ben,2045,69.16
4009,ben,2046,69.31
4010,ben,2047,69.45
4011,ben,2048,69.6
4012,ben,2049,69.75
4013,ben,2050,69.89
4014,ben,2051,70.04
4015,ben,2052,70.17
4016,ben,2053,70.32
4017,ben,2054,70.46
4018,ben,2055,70.6
4019,ben,2056,70.74
4020,ben,2057,70.88
4021,ben,2058,71.02
4022,ben,2059,71.15
4023,ben,2060,71.28
4024,ben,2061,71.42
4025,ben,2062,71.55
4026,ben,2063,71.68
4027,ben,2064,71.8
4028,ben,2065,71.92
4029,ben,2066,72.05
4030,ben,2067,72.18
4031,ben,2068,72.3
4032,ben,2069,72.42
4033,ben,2070,72.55
4034,ben,2071,72.68
4035,ben,2072,72.81
4036,ben,2073,72.93
4037,ben,2074,73.05
4038,ben,2075,73.18
4039,ben,2076,73.31
4040,ben,2077,73.42
4041,ben,2078,73.56
4042,ben,2079,73.68
4043,ben,2080,73.79
4044,ben,2081,73.91
4045,ben,2082,74.05
4046,ben,2083,74.16
4047,ben,2084,74.29
4048,ben,2085,74.41
4049,ben,2086,74.55
4050,ben,2087,74.67
4051,ben,2088,74.78
4052,ben,2089,74.9
4053,ben,2090,75.02
4054,ben,2091,75.14
4055,ben,2092,75.27
4056,ben,2093,75.39
4057,ben,2094,75.51
4058,ben,2095,75.64
4059,ben,2096,75.75
4060,ben,2097,75.86
4061,ben,2098,75.98
4062,ben,2099,76.1
4063,ben,2100,76.21
4064,bfa,1800,29.2
4065,bfa,1801,29.2
4066,bfa,1802,29.2
4067,bfa,1803,29.2
4068,bfa,1804,29.2
4069,bfa,1805,29.2
4070,bfa,1806,29.2
4071,bfa,1807,29.2
4072,bfa,1808,29.2
4073,bfa,1809,29.2
4074,bfa,1810,29.2
4075,bfa,1811,29.2
4076,bfa,1812,29.2
4077,bfa,1813,29.2
4078,bfa,1814,29.2
4079,bfa,1815,29.2
4080,bfa,1816,29.2
4081,bfa,1817,29.2
4082,bfa,1818,29.2
4083,bfa,1819,29.2
4084,bfa,1820,29.2
4085,bfa,1821,29.2
4086,bfa,1822,29.2
4087,bfa,1823,29.2
4088,bfa,1824,29.2
4089,bfa,1825,29.2
4090,bfa,1826,29.2
4091,bfa,1827,29.2
4092,bfa,1828,29.2
4093,bfa,1829,29.2
4094,bfa,1830,29.2
4095,bfa,1831,29.2
4096,bfa,1832,29.2
4097,bfa,1833,29.2
4098,bfa,1834,29.2
4099,bfa,1835,29.2
4100,bfa,1836,29.2
4101,bfa,1837,29.2
4102,bfa,1838,29.2
4103,bfa,1839,29.2
4104,bfa,1840,29.2
4105,bfa,1841,29.2
4106,bfa,1842,29.2
4107,bfa,1843,29.2
4108,bfa,1844,29.2
4109,bfa,1845,29.2
4110,bfa,1846,29.2
4111,bfa,1847,29.2
4112,bfa,1848,29.2
4113,bfa,1849,29.2
4114,bfa,1850,29.2
4115,bfa,1851,29.25
4116,bfa,1852,29.31
4117,bfa,1853,29.36
4118,bfa,1854,29.42
4119,bfa,1855,29.47
4120,bfa,1856,29.53
4121,bfa,1857,29.58
4122,bfa,1858,29.64
4123,bfa,1859,29.69
4124,bfa,1860,29.75
4125,bfa,1861,29.8
4126,bfa,1862,29.86
4127,bfa,1863,29.91
4128,bfa,1864,29.97
4129,bfa,1865,30.02
4130,bfa,1866,30.08
4131,bfa,1867,30.13
4132,bfa,1868,30.19
4133,bfa,1869,30.24
4134,bfa,1870,30.29
4135,bfa,1871,30.35
4136,bfa,1872,30.4
4137,bfa,1873,30.46
4138,bfa,1874,30.51
4139,bfa,1875,30.57
4140,bfa,1876,30.62
4141,bfa,1877,30.68
4142,bfa,1878,30.73
4143,bfa,1879,30.79
4144,bfa,1880,30.84
4145,bfa,1881,30.9
4146,bfa,1882,30.95
4147,bfa,1883,31.01
4148,bfa,1884,31.06
4149,bfa,1885,31.12
4150,bfa,1886,31.17
4151,bfa,1887,31.23
4152,bfa,1888,31.28
4153,bfa,1889,31.33
4154,bfa,1890,31.39
4155,bfa,1891,31.44
4156,bfa,1892,31.5
4157,bfa,1893,31.55
4158,bfa,1894,31.61
4159,bfa,1895,31.66
4160,bfa,1896,31.72
4161,bfa,1897,31.77
4162,bfa,1898,31.83
4163,bfa,1899,31.88
4164,bfa,1900,31.94
4165,bfa,1901,31.99
4166,bfa,1902,32.05
4167,bfa,1903,32.1
4168,bfa,1904,32.16
4169,bfa,1905,32.21
4170,bfa,1906,32.27
4171,bfa,1907,32.32
4172,bfa,1908,32.37
4173,bfa,1909,32.43
4174,bfa,1910,32.48
4175,bfa,1911,32.54
4176,bfa,1912,32.59
4177,bfa,1913,32.65
4178,bfa,1914,32.7
4179,bfa,1915,32.76
4180,bfa,1916,32.81
4181,bfa,1917,32.87
4182,bfa,1918,12.73
4183,bfa,1919,32.98
4184,bfa,1920,33.03
4185,bfa,1921,33.09
4186,bfa,1922,33.14
4187,bfa,1923,33.2
4188,bfa,1924,33.25
4189,bfa,1925,33.31
4190,bfa,1926,33.36
4191,bfa,1927,33.41
4192,bfa,1928,33.47
4193,bfa,1929,33.52
4194,bfa,1930,33.58
4195,bfa,1931,33.63
4196,bfa,1932,33.69
4197,bfa,1933,33.74
4198,bfa,1934,33.8
4199,bfa,1935,33.85
4200,bfa,1936,33.91
4201,bfa,1937,33.96
4202,bfa,1938,34.02
4203,bfa,1939,34.07
4204,bfa,1940,34.13
4205,bfa,1941,34.23
4206,bfa,1942,34.33
4207,bfa,1943,34.43
4208,bfa,1944,34.53
4209,bfa,1945,34.64
4210,bfa,1946,34.91
4211,bfa,1947,35.19
4212,bfa,1948,35.49
4213,bfa,1949,35.78
4214,bfa,1950,36.06
4215,bfa,1951,36.41
4216,bfa,1952,36.73
4217,bfa,1953,37.07
4218,bfa,1954,37.39
4219,bfa,1955,37.72
4220,bfa,1956,38.06
4221,bfa,1957,38.4
4222,bfa,1958,38.74
4223,bfa,1959,39.11
4224,bfa,1960,39.54
4225,bfa,1961,39.87
4226,bfa,1962,40.42
4227,bfa,1963,40.91
4228,bfa,1964,41.42
4229,bfa,1965,41.95
4230,bfa,1966,42.51
4231,bfa,1967,42.8
4232,bfa,1968,43.22
4233,bfa,1969,43.57
4234,bfa,1970,44.06
4235,bfa,1971,44.25
4236,bfa,1972,44.77
4237,bfa,1973,45.05
4238,bfa,1974,45.5
4239,bfa,1975,46.04
4240,bfa,1976,46.48
4241,bfa,1977,46.9
4242,bfa,1978,47.47
4243,bfa,1979,48.03
4244,bfa,1980,48.64
4245,bfa,1981,48.86
4246,bfa,1982,49.5
